7	1.447158031342219	0.8450980400142567	1.447158031342219
11	2.996511672154178	1.4913616938342724	2.996511672154178
15	3.9099836949398434	2.1038037209559564	3.9099836949398434
19	5.417690861110543	1.8633228601204554	5.417690861110543
23	9.160895846676516	6.150595890036703	6.321417799302317
27	7.826726869564378	3.9133369259326227	7.826726869564378
31	12.288205129199053	7.22868714988906	8.729856620437435
35	14.877154473814555	9.759644547526875	10.235016539158774
39	16.380180610773056	10.961640688821397	11.138109011215526
43	17.53358559981944	9.521759610847322	12.643259610799412
47	21.919931251267734	15.297271346660146	13.546349753107211
51	20.869680119963427	13.343930228363899	15.051499770256074
55	25.485145485121368	16.813267557843602	15.954589766955255
59	29.696067433007066	20.966197558751613	17.45973974770197
63	31.24984586678387	22.218945996864434	18.362829735300615
67	31.048761118290955	18.907945385347727	19.867979713772197
71	40.1912775567584	28.46489601034877	20.77106970080206
75	36.464332796420855	25.326222956853552	22.276219679131447
79	43.59608779221902	31.31184991697348	23.17930966612576
83	45.866331130320496	33.524101308097265	24.684459644446257
87	46.9907211722636	34.34746135437639	25.58754963143835
91	49.50654662604695	33.62373708731926	27.09269960975829
95	55.74470626775124	41.897326467208096	27.995789596750242
99	54.79765495217024	40.04718516463517	29.500939575070152
103	59.19380856732247	43.297210744109165	30.404029562062096
107	63.373817557687026	47.41922778749602	31.909179540382002
111	65.3615168457168	46.25280755000997	32.81226952737395
115	67.78179398807839	49.7779861952172	34.31741950569385
119	77.30516909729708	59.845429348786176	35.2205094926858
123	72.32422355891514	54.262423819076254	36.7256594710057
127	78.65725495217687	58.30319914098152	37.62874945799765
131	83.26059155382544	62.20228014183238	39.13389943631755
135	82.70291860889151	61.26673717100174	40.03698942330949
139	88.17571788781596	64.88745228905128	41.5421394016294
143	97.21074557551239	76.1386458790337	42.44522938862134
147	91.9155990911031	69.94040940763249	43.95037936694125
151	95.9666223245015	71.35394291151836	44.853469353933185
155	101.86256326958281	77.32152576743867	46.3586193322531
159	107.9248242867353	84.44448462494476	47.261709319245035
163	107.37861216766542	80.28676161874824	48.76685929756495
167	115.9762834108584	91.29182376641195	49.669949284556886
171	112.3616447237047	85.28273339843204	51.1750992628768
175	120.15454051616909	93.42086284905245	52.078189249868736
179	124.95590412764027	98.16423451354595	53.58333922818865
183	125.23716760821321	98.1444679984549	54.486429215180586
187	126.40613076778067	97.86627312668013	55.9915791935005
191	137.22018576662214	107.43200448037364	56.89466918049244
195	133.5415456858544	104.34163610644823	58.39981915881234
199	142.27879127403307	106.7583129561657	59.302909145804286
203	144.0833053412456	111.90842376754134	60.80805912412419
207	147.10172233381405	114.82846105202098	61.71114911111614
211	150.0528131262069	113.41184745890699	63.21629908943604
215	160.6596362211879	128.75045668080588	64.11938907642798
219	158.80900294311266	126.29776341140271	65.6245390547479
223	165.10592100508782	131.14752344203566	66.52762904173984
227	164.0912416534904	130.07485214346053	68.03277902005973
231	168.96420731236444	131.48332825490058	68.93586900705168
235	170.23478939329905	130.70926190485207	70.4410189853716
239	184.05597933003716	148.5344398416874	71.34410897236353
243	177.75970547024116	138.32498814790094	72.84925895068343
247	182.24270066263102	143.14689834457423	73.75234893767538
251	193.0022869693612	152.47139858415207	75.2574989159953
255	192.5883260184524	154.65854656479075	76.16058890298723
259	196.137981021119	156.4600135404512	77.66573888130713
263	203.1412272243025	164.00732778798496	78.56882886829908
267	200.67047775231993	158.52968460805448	80.07397884661899
271	207.67239713227585	163.1345951193334	80.97706883361093
275	213.5510282395095	172.3099188335441	82.48221881193084
279	218.05733945962908	174.94699833393267	83.38530879892278
283	216.20745781345408	172.9171303848185	84.89045877724269
